"source","device","model_id","variant_id","seed_index","planned_owner","is_planned_owner","status","epochs_completed","history_rows","parameter_count","active_parameter_count","family","architecture_name","description","purpose","comparison_role","generic_pair_enabled","stf_a1_enabled","stf_out_enabled","carrier_mode","gated_identity_initialization","best_epoch","train_loss","validation_loss","final_train_loss","final_validation_loss","test_mae","test_sae","test_rmse","test_r2","duration_seconds","mean_epoch_seconds","d6_passed","d6_local_relative_l2","d6_world_relative_l2","world_rotation_relative_l2","trial_hash","study_hash","source_sha256","history_sha256","best_sha256","final_sha256","gate_audit_sha256","split_manifest_hash","split_indices_sha256","finished_at_utc","host","python","torch","cuda","comet_project","comet_experiment_name","comet_experiment_key","comet_url","local_model_directory","is_primary"
"CPU","cpu","G111","11","1","CPU","True","complete","500","501","36178","15025","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Gated identity carriers with default initialization","Separate carrier availability from its initialization and optimization","candidate","False","True","True","gated_identity","default","480","8.706178699874257e-06","9.10336383639635e-06","9.327113201607062e-06","9.465053203723496e-06","0.0007927644875930774","95.13173851116929","0.0012366956078647528","0.9999909115367395","41919.77110175043","83.41073854131997","True","2.185596239517987e-07","2.2381885928370621e-07","1.5262279874110863e-05","27a150add6aa9bc5b902362b431cbb168f1864cc02df73eb738807d9def6a32f","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","7424a0c57105610dfb6f895daa130bc58fde0681d03a32f5c6890b6ef67423b1","93e016615ea8b2a2f0816096ab7795fb642970fd1c0c3fe8679ae9f4e2ae58d9","060166df314106e278c96d7b785a2c6e976e4e66b422974f87a93ba3c6581fcb","7cae122d723db4c415cdd078e30a949765e5c76758f4fe89d775b674701de9b1","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T03:01:29.260111+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G111","9c2b00864d8f4483a1c4940b2c2e005d","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/9c2b00864d8f4483a1c4940b2c2e005d","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G111","True"
"CPU","cpu","G112","12","1","CPU","True","complete","500","501","36178","14923","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Direct carriers active except deep raw shortcuts","Measure r to b2 and x to out carrier shortcuts","candidate","False","True","True","direct","","500","8.471379082158465e-06","8.966154333558534e-06","9.486314938556007e-06","8.966154333558534e-06","0.0007996926612009945","95.96311934411935","0.0012220025243929265","0.9999911262124832","40546.61842111498","80.74980597136914","True","3.705314786299015e-07","2.671134357695589e-07","7.718435004353302e-06","12a388cf87c94654b9f9c0d0d1d72ca28da1337a51a081a92d7425b3164348d7","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","9b89072c1856a9dd2499fee7ae899f6a98f507856f11d5c523dc5d0d96307775","4d14f0c11b3a2e9a1e159f825ee516a5fe8310d83c5545382fdfa4f0b96da3ce","d8a9290001283c72150a6e581fe68a7fc9fc14e31ea235f891a0b7462c1ac8fe","e0caf9cd33f180e349bc089798e9dd521854fd1b95b5c0c182d454aec41608dc","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T02:24:30.785726+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G112","31e5892591db4102a514e260e847dc24","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/31e5892591db4102a514e260e847dc24","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G112","True"
"CPU","cpu","G113","13","1","CPU","True","complete","500","501","36178","14925","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Direct carriers active except the a1 to out hidden shortcut","Measure the learned hidden-history carrier shortcut","candidate","False","True","True","direct","","492","8.417747971109484e-06","9.27948263361751e-06","8.8328373962554e-06","9.886126040097154e-06","0.0007871346063410724","94.45615276092869","0.0012171814744103805","0.9999911960921807","40542.6080885455","80.58493873044848","True","2.3506619502810634e-07","3.4557373929141634e-07","8.477455276385717e-06","7627c81273d037450b8947a3bbfad8428bf394dfb141faf12e1e1819fad584f7","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","f3379597954fac03dc656a482646b3865c156bd2edc707985f0979fc0f8002eb","fee5dc3614ae3fcc77d852dca1e5458e6b6de33ffdf51b2a2b87f1f82332dba8","c79d150ffb04231d4f1c42f2d89846a372a24551dfb0b389933c133f648faf4b","1ca29467320b7e18253cccf4de3ff05a7aa012425dcd77eae480c2e5f972ee79","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T07:05:01.156370+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G113","077b26cbca5243adb131884149326848","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/077b26cbca5243adb131884149326848","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G113","True"
"CPU","cpu","G114","14","1","CPU","True","complete","500","501","36178","14922","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Direct carriers active without deep raw or hidden shortcuts","Measure the interaction of raw-deep and hidden-deep carriers","candidate","False","True","True","direct","","481","9.084204761756228e-06","9.649312294690386e-06","1.0349104451279345e-05","1.051074029077976e-05","0.0008288860579877914","99.46632695853496","0.0012737208291764216","0.9999903591945055","40657.91906388849","80.88170670217275","True","3.612215582624967e-07","3.4114612374287206e-07","6.9343298767360625e-06","062b960c76a990ce752240c9706baab1b85dd5096de1b1a409865c79cd529088","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","f7eb3200e3397f60c8fa35be7d9a9e348d4c8b9ce55c5f4f69e8cb0b970741d6","2f3654f473843f9883524a35e7e0ea02779ca1ea8b1e4167baae6d31715d82e1","677085fe8399ccaf9cc7922c36a84311869fc166faf44b840e61bc4d3d3caf77","f7b7422424d207a9962d2feac9d11c9056de4211d0ca66b22d84dfa281931a67","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T06:57:18.821323+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G114","2577ee5159044ba88f46671f46744ea8","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/2577ee5159044ba88f46671f46744ea8","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G114","True"
"CPU","cpu","G201","1","2","CPU","True","complete","500","501","36178","14926","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","E311 control with generic pairs off and both STF directions active","Fresh paired-seed E311 control under the G CPU protocol","control","False","True","True","direct","","496","1.4166511358754092e-05","1.487672638422012e-05","1.556368807769104e-05","1.5999677393405488e-05","0.0010294622153460347","123.53546584152416","0.0016006544473536322","0.9999847749057271","41304.87808652967","82.1732508250326","True","2.7717538384499406e-07","2.249488270713513e-07","1.3952055350115741e-05","cbec6c115195ad0a1901ffb319feabd34d34a2372faae1300f4dfcb029904651","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","9d6dd936c792a00cc3da88af987d0aec31a683c23f025330a056dc2136ab8e82","506809f9c5b2dad0a7a45d946435745ef340585c99b75532a0b258bc471aff6e","c2ee652d23fc7445077c9d0b2723c8b1b0a1a91a89bca3e8737518f39597e886","7f7d4a378fab58dcf8b8e8b6ccad3e1003357aca895c1bfc4ebdbd080173a28e","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T06:53:53.368567+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G201","b5bc055a543b41ebb2ebba4862802d56","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/b5bc055a543b41ebb2ebba4862802d56","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G201","True"
"CPU","cpu","G202","2","2","CPU","True","complete","500","501","36178","14906","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pairs off with only the a1 STF direction active","Measure the out-stage STF contribution","candidate","False","True","False","direct","","471","1.7583082242989187e-05","1.898006684250336e-05","1.973610090715283e-05","2.0364663177625944e-05","0.0011288179323526643","135.45815188231973","0.00177342176433212","0.9999813108785074","40430.17464322597","80.35211120800673","True","2.5550961287890247e-07","2.726719476737231e-07","1.5669509299398186e-05","c761a38b2837e06fc834e3e2a11bbaa328f1fb39941268f007ea74d55ab3cc5d","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","8010d1e87a884ab78e1cf4e049995fecd401ab01ca6e444d53e8695ad0d60324","781758be8076f9dd79fa0ead6d4042639f32dacd8c266f6e1b240cb31926994b","b3e666e7206ab42089cf45274bc21106c07521b207c343d7592c4de801bcd4a7","d325ceb0d8131ab2aafbe712f419e6ab597270e9f6b4a93de8edead3268e28ee","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T06:50:21.178724+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G202","f8c3ab0b9923403ebb96911ae7647457","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/f8c3ab0b9923403ebb96911ae7647457","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G202","True"
"CPU","cpu","G203","3","2","CPU","True","complete","500","501","36178","14906","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pairs off with only the out STF direction active","Measure the a1-stage STF contribution","candidate","False","False","True","direct","","497","1.6457044436736448e-05","1.7367071727406202e-05","1.818192419875686e-05","1.8253175520315245e-05","0.0010622536560699867","127.47043872839842","0.0017358617567494578","0.9999820941439165","41986.63147253543","83.55014788074791","True","2.5258548928731385e-07","1.86775587637067e-07","6.490824362812235e-06","3f7bbb4669479b43b98b914989d36284e9da52b826395e24d5f926441cd0a702","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","936ef22d264b6c6e8964ea5977884fa5c51886d9b864217efaed511fb71300fb","9f8ea30bc6bd6a601a3d14e7567c2f8eb1fc959b0f70291cd14f05db61b42fca","7b4fdc62ef69e828e4b2e12c1063662d002227610f225939ee84f7e559006ede","f319d2a4fed266dbee2862fdf183001dbe1b2926fc4cce5a8cd80483a5ecdb81","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T14:25:46.687137+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G203","d424f4c884fd4983b992004acf3c85a3","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/d424f4c884fd4983b992004acf3c85a3","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G203","True"
"CPU","cpu","G204","4","2","CPU","True","complete","500","501","36178","14886","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pairs off with both covariant STF directions inactive","Measure the combined covariant STF contribution","candidate","False","False","False","direct","","500","2.068311698924671e-05","2.2756890090014345e-05","2.3711450779728693e-05","2.2756890090014345e-05","0.0012100773551214738","145.20928261457686","0.0019365825914554743","0.9999777137567615","41301.47243411839","82.16676575559377","True","3.0300041523481836e-07","2.7470389846704184e-07","1.3499622768952727e-05","2af460d43270770caacbbbc87de1748a4e0d1fa4cb2fee24e174475da4505bec","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","e2d22daf2d342e6a974f2871dbb35821d8c9087d1491a5321233ef2b01bbdb3f","fe86f0035ff4c3e94907ebf97d1c4bc38d1ce10db44dc53ab562a7a8827ba6ef","2d426a1403fd915651c42d217235caa2ebe23174b78bf338e4a59b49c28ba3e0","d438049e7371862d94e3d27e259d56ce9f67453d4cce445c90a9ce19b19c8f7e","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T14:03:26.119913+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G204","fbb092d0df384a8c9fa6327a2dc8d63b","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/fbb092d0df384a8c9fa6327a2dc8d63b","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G204","True"
"CPU","cpu","G205","5","2","CPU","True","complete","500","501","36178","36079","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic raw-containing pair covariants and both STF directions active","Add the generic pair bank to the E311 mechanism","candidate","True","True","True","direct","","492","5.357242262508946e-06","5.916433268694299e-06","6.829611886871589e-06","6.4810678458186275e-06","0.0006048816147073051","72.58579376487661","0.0009931554311922944","0.999994138628301","58260.64875625074","115.9819119027853","True","2.417098112232917e-07","2.3116250017903609e-07","1.3607588816402053e-05","8b9c33027398ac30b85e193b74a02d824b798e043882f1a49a937b691330bb51","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","a95c97907a65c989bf993be9eb7014d933004797286fc5ab3f71a3def72e0f60","fad822f31a2e70b5f4983d7c9abe19545de419c77a8fbb2cbc2fcdbd1c403afc","805c97631b2a1f2fca8eb48cdb0eee54ea933affcecaf23fb85a4391ff8a15ec","38c0d8cb6b4fa9d8374cfe5b4ff85d2f92db6d3c66a45b540d6ba847831d9bca","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T19:12:49.698054+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G205","ef5d533526e3448ebc8f2284df002ca7","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/ef5d533526e3448ebc8f2284df002ca7","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G205","True"
"CPU","cpu","G206","6","2","CPU","True","complete","500","501","36178","36059","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pair covariants with only the a1 STF direction active","Test generic-pair substitution for the out STF direction","candidate","True","True","False","direct","","471","6.1884685841089425e-06","6.919784024681872e-06","8.177797009523147e-06","9.381519245559412e-06","0.000652015752943259","78.24189035319108","0.0010857145506764285","0.9999929951936162","57868.48352325708","115.14204206854104","True","4.136246994011152e-07","3.145809211701038e-07","1.36016401288745e-05","8e178bc29939b03cd961839ddfce7b3b2213172c93bdb2ba467e132d031b62bc","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","53dcf4c5fbfc126aa9dd2f316615fc925552ac4502d1128e601befc392118a04","db5520251fb5a55ac3e50c38c86fbcda8df270f36d6e66d231ed6bbf90a3c86a","73e346355cf82796e86217c61d3294a01c00cf020566711d257094b142b9fa6e","a944ca6871048ab95924ccb6b71a8b21e6fd1c4ec907b6aff1449b1e034b9f74","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T18:29:14.657937+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G206","346e578cbd9f4402b9c1d4b810056883","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/346e578cbd9f4402b9c1d4b810056883","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G206","True"
"CPU","cpu","G207","7","2","CPU","True","complete","500","501","36178","36059","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pair covariants with only the out STF direction active","Test generic-pair substitution for the a1 STF direction","candidate","True","False","True","direct","","492","5.2647765201332835e-06","5.928614019859572e-06","8.137418606679603e-06","7.414213031272452e-06","0.0006133236698089862","73.59884037707835","0.000996342812206331","0.9999941009455708","57154.787857465446","113.75791127055884","True","3.167790875321444e-07","2.315909881018899e-07","1.3564204258396434e-05","9ec35939e481acf81bd6b9edb4470eb8d26b5a24dc56f7cffdcb535ca4dcac34","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","8a69d6af2c4c9cd3e136bd6b3b5f1f39531ec254f5440421060b8ce9d6eb9b4b","7157e2852374b2a7e084810d982415fbf4812dc27f532e913d4da7bdfdf396a7","49a1d575531079ac87b34dc51cbc8f35f2d9186502b3488b4923a14805b2ffa8","e7f97e482849e85e19074037fb490542c8a64a4325110c428a7f8d2039ce0bc6","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T22:57:59.748213+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G207","9afb27a6d12249508f46f9497a81177e","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/9afb27a6d12249508f46f9497a81177e","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G207","True"
"CPU","cpu","G208","8","2","CPU","True","complete","500","501","36178","36039","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Generic pair covariants active with both STF directions inactive","Test the generic pair bank without covariant STF directions","candidate","True","False","False","direct","","471","5.696509092452916e-06","6.4110713423322e-06","7.72235354844497e-06","9.33983410109556e-06","0.0006306317957603995","75.67581549124795","0.0010389584069311695","0.9999935855246227","57198.3313774243","113.84908823645115","True","2.3120464513156097e-07","2.1908554982599237e-07","1.3766510317551488e-05","5287b10f94c69f5b6d4148a94328bb20d9cfa59729744f02707d011d5eb6f22a","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","9f700ab5c436fe802046efdd85d17ed10298c4f1483883beece6b395fa727f18","2dfd7ab3e18c3159672cbc757ed493e2af13b087d9e8c6ae032692ff71f9b550","d1a5613a2f95a9bba887163a0ccf6808190cefb93ef595ff938c6d6db9acfe55","b813e08a39b07fd2cd75f611feca91e5e7b5798bcd01f5616d080e1df72f0e8a","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T22:50:56.931229+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G208","af21e8af6c5d4ee2bcd196bfb2db3de5","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/af21e8af6c5d4ee2bcd196bfb2db3de5","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G208","True"
"CPU","cpu","G209","9","2","CPU","True","complete","500","501","36178","14913","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","All direct same-TypeKey carriers inactive","Test whether the complete direct carrier bundle is necessary","candidate","False","True","True","none","","486","1.1729557193004164e-05","1.2631761692524085e-05","1.2523620256388313e-05","1.2765577449929296e-05","0.0009381922299681875","112.5830675961825","0.0014493493202197586","0.9999875172302026","42275.2289904356","84.11873983290792","True","3.284102066837578e-07","2.1191083841900692e-07","8.940405653592747e-06","a92160d66175c4b901965643e50ccb3c014817b50e90f52972668f883281c6ab","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","c35ef3524a4be5cdd45271ca0058a85d8696f4720cb52c81d3612ea83f45ad65","ee8daaa5c87834348af18419e5289fb1b04ad945e318c5ba64a2ab729de7bbdd","19cfa01f93b5001b808d2bb4a91f847505b36ec22eb0700af122c107275e3275","355f1fe248609fdf9f3f9fb2c05c6162e7c2cdf2c4e193546f98615a0eaf8509","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T18:38:56.771272+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G209","20068ea966404e50b4bb3557781097ab","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/20068ea966404e50b4bb3557781097ab","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G209","True"
"CPU","cpu","G210","10","2","CPU","True","complete","500","501","36178","15025","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Gated identity carriers with residual-zero initialization","Test a learnable carrier initialized as the direct identity route","candidate","False","True","True","gated_identity","residual_zero","497","1.3369194574904439e-05","1.4056877700565929e-05","1.7274444493864395e-05","1.4466084862578216e-05","0.000979827838115305","117.5793405738366","0.0015522092311538729","0.9999856825609499","42688.65098082274","84.91069760847091","True","3.4621449801557486e-07","4.2610967162295374e-07","1.4822658820549027e-05","81316775f6eb7ecb8a87629a0b23a16bbccb356e5e1d215833302af61617cab5","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","6b513aa9ccabe30ae2322b279d11e400e8be0b7920edaaa7544fb8397b89fd2e","f072f04bb9f73096589af7e6eaa6cb25a8b24e1d82064d70f6010b3f44758b54","b97b3a24d39863d6f6b40e6f714f9f769f62f9af618b186be121271a5e37317d","a9b1da37224128207d3126019811c9dba63f4349c27000ce9f8a1b67d1522aff","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-21T18:42:10.227072+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G210","81b733b7674444a59fd4746ee02eedb8","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/81b733b7674444a59fd4746ee02eedb8","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G210","True"
"CPU","cpu","G211","11","2","CPU","True","complete","500","501","36178","15025","e311_fixed_shape_audit","E311 fixed-shape mechanism audit","Gated identity carriers with default initialization","Separate carrier availability from its initialization and optimization","candidate","False","True","True","gated_identity","default","494","1.2821233249920843e-05","1.3885410252249754e-05","1.609254671279814e-05","1.5820349121752925e-05","0.0009658672655229916","115.904071862759","0.0015156108162080696","0.9999863497623932","41230.92035768181","81.94881799641252","True","3.7727558624665195e-07","5.090412345943861e-07","8.344521545947707e-06","bbc0d6859ef45ca81289acfc4238abf807c03c6031a4842834fa916201703978","efc7bcaf9ccc441246f0b14e73529cb58d157cf972b503c4e2e38c45b9cf9ef9","c3d2a52ac9236c5739798a7a096ec592abe55daa7d4a766c43ce099e7d7dc513","cd089909a7e38e983b69771b5eb680fbcb4979080601d0d445a79d21464e082d","b5dea9f3edff7ff78d2a97f87d2afdcb4ad3158443d15217db795a3ccfd8610f","1c7e71d27797827ad6897d8037234193880cc4f6e741eff957cc08fc82dce5cc","cb4573573ae7d52d4ab2c1a7b18bbbdd7bfe650e57851a44a38f9c783c7300a3","3a64eb6ac96805aad4fe41ef1fd44a0cdc2417d193f8c0852244780a3563ec98","50e6bf0e32c1bb9b0bddb689097a4a38a5d74a5bcf12b0fc8471f6b1f4cf50b1","2026-08-22T01:53:21.437678+00:00","autodl-container-78e6489fef-d01a013d","3.12.13","2.13.0+cpu","","tfenn_g_series_e311_mechanisms_cpu","G211","6b5c9e2950c94cbb966cf96bc96a55c2","https://www.comet.com/jerry2/tfenn-g-series-e311-mechanisms-cpu/6b5c9e2950c94cbb966cf96bc96a55c2","D:\Python\Projects\TFENN\outputs\01a01d6b-0968-72a2-8e04-492ad143a944\g_series_48_model_collection_20260822\raw\CPU\models\G211","True"
